1	0	0	0.558282	0.561538	0.084071	0.000018	0.000017	0.132895	0.000149
1	0	0	0.429448	0.407692	0.079646	0.000008	0.000007	0.063816	0.000070
0	1	0	0.650307	0.646154	0.119469	0.000024	0.000019	0.186184	0.000209
1	0	0	0.539877	0.561538	0.110619	0.000018	0.000016	0.150000	0.000154
0	0	1	0.404908	0.392308	0.070796	0.000007	0.000007	0.051974	0.000055
0	0	1	0.521472	0.461538	0.084071	0.000012	0.000010	0.101974	0.000119
0	1	0	0.650307	0.638462	0.132743	0.000028	0.000018	0.186184	0.000328
0	1	0	0.668712	0.653846	0.110619	0.000027	0.000022	0.196711	0.000259
1	0	0	0.582822	0.569231	0.110619	0.000018	0.000016	0.148026	0.000164
0	1	0	0.674847	0.676923	0.132743	0.000032	0.000023	0.198684	0.000318
0	1	0	0.644172	0.584615	0.123894	0.000021	0.000014	0.194079	0.000209
1	0	0	0.527607	0.538462	0.097345	0.000014	0.000012	0.106579	0.000134
1	0	0	0.601227	0.584615	0.119469	0.000019	0.000016	0.125000	0.000189
0	1	0	0.656442	0.623077	0.128319	0.000024	0.000020	0.225000	0.000204
0	1	0	0.576687	0.546154	0.088496	0.000017	0.000012	0.105921	0.000184
1	0	0	0.613497	0.615385	0.115044	0.000024	0.000019	0.175000	0.000239
0	0	1	0.435583	0.430769	0.075221	0.000010	0.000007	0.051974	0.000114
0	1	0	0.539877	0.523077	0.088496	0.000016	0.000014	0.114474	0.000129
1	0	0	0.447853	0.453846	0.070796	0.000009	0.000007	0.056579	0.000100
1	0	0	0.552147	0.492308	0.088496	0.000013	0.000013	0.098684	0.000114
1	0	0	0.435583	0.430769	0.084071	0.000009	0.000007	0.081579	0.000075
0	0	1	0.466258	0.423077	0.088496	0.000008	0.000006	0.064474	0.000085
0	1	0	0.693252	0.676923	0.137168	0.000033	0.000032	0.281579	0.000269
0	1	0	0.674847	0.638462	0.119469	0.000027	0.000024	0.276316	0.000199
0	1	0	0.754601	0.738462	0.146018	0.411078	0.000038	0.396053	0.000303
0	1	0	0.687117	0.676923	0.123894	0.000033	0.000028	0.247368	0.000299
0	1	0	0.711656	0.692308	0.163717	0.000035	0.000029	0.357895	0.000284
1	0	0	0.723926	0.684615	0.123894	0.000033	0.000026	0.307895	0.000279
