1	0	0	0.527607	0.538462	0.097345	0.000014	0.000012	0.106579	0.000134
1	0	0	0.601227	0.584615	0.119469	0.000019	0.000016	0.125000	0.000189
0	1	0	0.656442	0.623077	0.128319	0.000024	0.000020	0.225000	0.000204
0	0	1	0.466258	0.423077	0.088496	0.000008	0.000006	0.064474	0.000085
0	1	0	0.693252	0.676923	0.137168	0.000033	0.000032	0.281579	0.000269
0	1	0	0.674847	0.638462	0.119469	0.000027	0.000024	0.276316	0.000199
0	1	0	0.754601	0.738462	0.146018	0.411078	0.000038	0.396053	0.000303
0	1	0	0.687117	0.676923	0.123894	0.000033	0.000028	0.247368	0.000299
0	1	0	0.711656	0.692308	0.163717	0.000035	0.000029	0.357895	0.000284
1	0	0	0.723926	0.684615	0.123894	0.000033	0.000026	0.307895	0.000279
1	0	0	0.742331	0.730769	0.159292	0.000033	0.000029	0.288158	0.000294
1	0	0	0.705521	0.653846	0.123894	0.000031	0.000029	0.298684	0.000199
0	0	1	0.380368	0.361538	0.061947	0.000005	0.000005	0.053289	0.000045
1	0	0	0.656442	0.669231	0.132743	0.000026	0.000020	0.182237	0.000249
1	0	0	0.576687	0.576923	0.115044	0.000019	0.000016	0.173684	0.000144
1	0	0	0.576687	0.569231	0.115044	0.000018	0.000015	0.175000	0.000164
