0.092025	0.084615	0.008850	0.000708	0.000672	0.000658	0.001493
0.134969	0.138462	0.026549	0.002831	0.001680	0.002632	0.002985
0.159509	0.146154	0.030973	0.003716	0.003360	0.008553	0.003483
0.159509	0.153846	0.026549	0.004601	0.003024	0.003947	0.003980
0.184049	0.153846	0.022124	0.005309	0.003024	0.005263	0.004975
0.171779	0.161538	0.030973	0.004955	0.003696	0.003289	0.003980
0.171779	0.161538	0.030973	0.005132	0.003360	0.004605	0.004975
0.202454	0.169231	0.017699	0.006724	0.004368	0.003289	0.004975
0.196319	0.169231	0.022124	0.006371	0.004368	0.007237	0.004975
0.202454	0.176923	0.013274	0.005132	0.003696	0.003947	0.004975
0.196319	0.169231	0.022124	0.006901	0.005040	0.006579	0.005970
0.190184	0.169231	0.035398	0.005486	0.004368	0.003947	0.004975
0.190184	0.161538	0.044248	0.006194	0.003360	0.004605	0.004975
0.190184	0.176923	0.022124	0.008494	0.006048	0.006579	0.007463
0.196319	0.184615	0.017699	0.006371	0.005040	0.005921	0.004975
0.208589	0.161538	0.030973	0.012033	0.008065	0.011184	0.004975
0.196319	0.184615	0.030973	0.007432	0.005040	0.005921	0.004975
0.165644	0.200000	0.035398	0.010264	0.008401	0.008553	0.007960
0.202454	0.184615	0.026549	0.007609	0.004704	0.006579	0.004975
0.202454	0.192308	0.035398	0.008671	0.006384	0.005921	0.007960
0.202454	0.184615	0.044248	0.007432	0.005040	0.005921	0.013930
0.214724	0.192308	0.035398	0.008494	0.006384	0.007895	0.004975
0.220859	0.192308	0.030973	0.009379	0.006384	0.007237	0.008458
0.214724	0.192308	0.035398	0.009910	0.006384	0.010526	0.008955
0.214724	0.192308	0.044248	0.008317	0.005376	0.004605	0.007960
0.208589	0.192308	0.048673	0.008317	0.006048	0.007237	0.007960
0.220859	0.192308	0.044248	0.008140	0.005712	0.007237	0.009950
0.214724	0.207692	0.035398	0.010795	0.007392	0.009868	0.009950
0.220859	0.200000	0.039823	0.009733	0.008401	0.013158	0.008955
0.214724	0.200000	0.048673	0.011148	0.007056	0.008553	0.012438
0.226994	0.207692	0.035398	0.009556	0.007056	0.007237	0.008955
0.226994	0.200000	0.039823	0.010264	0.008065	0.009868	0.009453
0.233129	0.200000	0.039823	0.009379	0.006048	0.006579	0.008955
0.233129	0.200000	0.026549	0.010441	0.010417	0.019737	0.009950
0.226994	0.207692	0.039823	0.011325	0.007392	0.008553	0.009950
0.233129	0.215385	0.026549	0.011148	0.008401	0.006579	0.010448
0.239264	0.207692	0.035398	0.011502	0.009073	0.006579	0.009453
0.245399	0.223077	0.022124	0.012210	0.007392	0.009868	0.009950
0.208589	0.200000	0.084071	0.010618	0.008737	0.010526	0.009950
0.220859	0.207692	0.070796	0.011679	0.009745	0.009211	0.009950
0.233129	0.223077	0.035398	0.013449	0.011089	0.008553	0.014925
0.239264	0.223077	0.044248	0.011325	0.006720	0.010526	0.011940
0.245399	0.215385	0.048673	0.012387	0.009745	0.010526	0.009950
0.239264	0.230769	0.039823	0.013272	0.012097	0.007895	0.010945
0.245399	0.223077	0.044248	0.012741	0.008401	0.010526	0.010945
0.245399	0.230769	0.035398	0.016280	0.014113	0.009211	0.006468
0.263804	0.230769	0.026549	0.013626	0.007728	0.006579	0.009950
0.245399	0.238462	0.035398	0.015396	0.010417	0.011842	0.006965
0.245399	0.223077	0.053097	0.013095	0.008401	0.012500	0.010945
0.251534	0.215385	0.044248	0.016280	0.011089	0.015789	0.013433
0.257669	0.230769	0.039823	0.014157	0.009073	0.010526	0.010448
0.257669	0.230769	0.044248	0.013626	0.010417	0.011184	0.009950
0.251534	0.238462	0.039823	0.015042	0.011425	0.007237	0.015423
0.257669	0.230769	0.048673	0.016103	0.013441	0.008553	0.012935
0.257669	0.230769	0.044248	0.014865	0.011761	0.016447	0.014925
0.251534	0.238462	0.039823	0.017519	0.015793	0.014474	0.013930
0.251534	0.230769	0.048673	0.014865	0.017137	0.019737	0.011940
0.263804	0.230769	0.048673	0.014511	0.010081	0.011842	0.012438
0.251534	0.230769	0.057522	0.014157	0.013441	0.014474	0.012935
0.257669	0.230769	0.048673	0.016457	0.011425	0.015789	0.014925
0.257669	0.261538	0.039823	0.016811	0.012769	0.014474	0.012935
0.269939	0.246154	0.044248	0.017342	0.014449	0.013158	0.014925
0.263804	0.238462	0.053097	0.018581	0.014113	0.021711	0.014925
0.276074	0.246154	0.039823	0.016457	0.016801	0.019737	0.014925
0.288344	0.246154	0.035398	0.016988	0.012433	0.023684	0.014925
0.263804	0.253846	0.048673	0.020881	0.017809	0.016447	0.018408
0.269939	0.253846	0.048673	0.019289	0.014449	0.015789	0.019900
0.276074	0.261538	0.044248	0.018227	0.012769	0.015789	0.016915
0.276074	0.253846	0.048673	0.020881	0.018145	0.016447	0.014925
0.263804	0.261538	0.048673	0.021412	0.013777	0.018421	0.019900
0.288344	0.246154	0.053097	0.019289	0.017809	0.012500	0.014925
0.282209	0.261538	0.044248	0.020173	0.017473	0.017105	0.015920
0.288344	0.261538	0.048673	0.018227	0.012097	0.013816	0.019403
0.276074	0.261538	0.061947	0.019996	0.016129	0.017105	0.015920
0.294479	0.261538	0.044248	0.019289	0.013777	0.021053	0.015423
0.282209	0.253846	0.053097	0.018227	0.012769	0.019079	0.035821
0.288344	0.269231	0.035398	0.024951	0.022513	0.019737	0.019900
